Fiyat;Marka;Seri;Model;Yıl;Kilometre;Vites;Yakıt;Renk;Motor Hacmi;Motor Gücü;Kasa Tipi;İlan Tarihi;Boya-değişen;Araç Durumu;Link
390.000 TL;Opel;Corsa;1.3 CDTI Enjoy;2004.0;236.000 km;Düz;44 lt;Gri (Gümüş);1248 cc;70 hp;Hatchback/5;29.Kas.25;3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-corsa-1-3-cdti-enjoy/sahibinden-opel-corsa-1-3-cdti-enjoy-2004-model-kirsehir/35292209
930.000 TL;Opel;Astra;1.6 CDTI Design;2017.0;129.500 km;Düz;56 lt;Beyaz;1598 cc;110 hp;Sedan;29.Kas.25;1 değişen;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-astra-1-6-cdti-design/sahibinden-opel-astra-1-6-cdti-design-2017-model/35292060
460.000 TL;Opel;Vectra;1.6 Elegance;2004.0;151.675 km;Düz;61 lt;Gri (metalik);1598 cc;100 hp;Sedan;29.Kas.25;5 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-vectra-1-6-elegance/sahibinden-opel-vectra-1-6-elegance-2004-model/35106818
185.000 TL;Opel;Astra;1.6 GL;1993.0;235.000 km;Düz;52 lt;Kırmızı;1598 cc;71 hp;Hatchback/5;29.Kas.25;1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-astra-1-6-gl/sahibinden-opel-astra-1-6-gl-1993-model/27719900
165.000 TL;Opel;Astra;2.0 GSi;1997.0;209.763 km;Düz;Benzin;Siyah;1988 cc;150 hp;Hatchback/3;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-astra-2-0-gsi/sahibinden-opel-astra-2-0-gsi-1997-model/35291322
715.000 TL;Opel;Astra;1.6 CDTI Design;2016.0;241.000 km;Otomatik;56 lt;Füme;1598 cc;136 hp;Sedan;29.Kas.25;6 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-astra-1-6-cdti-design/sahibinden-opel-astra-1-6-cdti-design-2016-model-241-000-km-fume/35291662
1.080.000 TL;Opel;Insignia;1.6 T Cosmo;2014.0;168.000 km;Otomatik;70 lt;Füme;1598 cc;170 hp;Sedan;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-insignia-1-6-t-cosmo/sahibinden-opel-insignia-1-6-t-cosmo-2014-model/35291395
380.000 TL;Opel;Vectra;1.6 Comfort;2004.0;282.000 km;Düz;61 lt;Gri;1598 cc;100 hp;Sedan;29.Kas.25;1 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-vectra-1-6-comfort/sahibinden-opel-vectra-1-6-comfort-2004-model/35291236
260.000 TL;Opel;Vectra;2.0 CD;1996.0;350.000 km;Otomatik;61 lt;Kahverengi;1998 cc;136 hp;Sedan;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-opel-vectra-2-0-cd/opel-vectra-2-0-cd-1996-model-aydin/35295667
665.000 TL;Opel;Astra;1.6 Essentia Konfor;2012.0;139.000 km;Düz;52 lt;Siyah;1598 cc;115 hp;Hatchback/5;29.Kas.25;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-astra-1-6-essentia-konfor/sahibinden-opel-astra-1-6-essentia-konfor-2012-model/35290662
565.000 TL;Opel;Corsa;1.3 CDTI Essentia;2012.0;192.000 km;Düz;45 lt;Beyaz;1248 cc;75 hp;Hatchback/5;29.Kas.25;1 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-corsa-1-3-cdti-essentia/sahibinden-opel-corsa-1-3-cdti-essentia-2012-model-mardin/35290496
385.000 TL;Opel;Corsa;1.3 CDTI Enjoy;2004.0;280.000 km;Düz;44 lt;Gri (Gümüş);1248 cc;70 hp;Hatchback/5;29.Kas.25;4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-corsa-1-3-cdti-enjoy/sahibinden-opel-corsa-1-3-cdti-enjoy-2004-model/35290294
1.075.000 TL;Opel;Astra;1.4 T Dynamic;2016.0;62.000 km;Otomatik;52 lt;Gri (Gümüş);1399 cc;150 hp;Hatchback/5;29.Kas.25;1 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-astra-1-4-t-dynamic/sahibinden-opel-astra-1-4-t-dynamic-2016-model-istanbul/35290339
735.000 TL;Opel;Astra;1.4 T Sport;2012.0;205.000 km;Düz;56 lt;Gri;1364 cc;140 hp;Hatchback/5;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-astra-1-4-t-sport/sahibinden-opel-astra-1-4-t-sport-2012-model-eskisehir/35289517
485.000 TL;Opel;Corsa;1.2 Twinport Essentia;2004.0;150.400 km;Yarı Otomatik;44 lt;Turuncu;1229 cc;80 hp;Hatchback/3;29.Kas.25;1 değişen, 12 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-opel-corsa-1-2-twinport-essentia/2004-model-opel-corsa-1-2-essentia-otomatik-vites-150-000-km-de/34318542
490.000 TL;Opel;Astra;1.6 Comfort;2003.0;292.000 km;Düz;52 lt;Beyaz;1598 cc;100 hp;Sedan;29.Kas.25;1 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-astra-1-6-comfort/sahibinden-opel-astra-1-6-comfort-2003-model/35290033
545.000 TL;Opel;Corsa;1.2 Twinport Essentia;2014.0;160.000 km;Düz;45 lt;Gri;1229 cc;85 hp;Hatchback/5;29.Kas.25;6 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-corsa-1-2-twinport-essentia/sahibinden-opel-corsa-1-2-twinport-essentia-2014-model/35286713
760.000 TL;Opel;Corsa;1.4 Twinport Enjoy;2013.0;149.000 km;Otomatik;45 lt;Siyah;1364 cc;100 hp;Hatchback/5;29.Kas.25;4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-corsa-1-4-twinport-enjoy/sahibinden-opel-corsa-1-4-twinport-enjoy-2013-model/35288557
320.000 TL;Opel;Corsa;1.3 CDTI Enjoy;2004.0;303.500 km;Yarı Otomatik;44 lt;Beyaz;1248 cc;70 hp;Hatchback/5;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-corsa-1-3-cdti-enjoy/sahibinden-opel-corsa-1-3-cdti-enjoy-2004-model/35289109
305.000 TL;Opel;Astra;1.6 GLS;1998.0;318.000 km;Otomatik;52 lt;Kahverengi;1598 cc;100 hp;Hatchback/5;29.Kas.25;4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-astra-1-6-gls/sahibinden-opel-astra-1-6-gls-1998-model/35288998
609.750 TL;Opel;Astra;1.3 CDTI Enjoy Plus;2012.0;215.000 km;Yarı Otomatik;52 lt;Siyah;1248 cc;90 hp;Hatchback/5;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-opel-astra-1-3-cdti-enjoy-plus/galeriden-opel-astra-1-3-cdti-enjoy-plus-2012-model-izmir/33056497
670.000 TL;Opel;Astra;1.3 CDTI Sport;2012.0;297.500 km;Düz;56 lt;Kahverengi;1248 cc;95 hp;Hatchback/5;29.Kas.25;2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-astra-1-3-cdti-sport/sahibinden-opel-astra-1-3-cdti-sport-hatasiz-lansman-renk/35287445
1.450.000 TL;Opel;Corsa-e;GS;2025.0;7.500 km;Otomatik;Elektrik;Füme;;105 kW;Hatchback/5;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-corsa-e-gs/sahibinden-opel-corsa-e-gs-2025-model/35292306
230.000 TL;Opel;Astra;1.4 GL;1998.0;223.000 km;Düz;52 lt;Beyaz;1388 cc;90 hp;Hatchback/3;29.Kas.25;2 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-astra-1-4-gl/sahibinden-opel-astra-1-4-gl-1998-model/35288408
225.000 TL;Opel;Vectra;2.0 GLS;1994.0;320.000 km;Düz;LPG & Benzin;Kırmızı;1998 cc;115 hp;Sedan;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-opel-vectra-2-0-gls/aracimiz-hatasiz-boyasiz-klimali-paket-olup-orijinal-kayseri-aracidir/35295315
850.000 TL;Opel;Astra;1.6 CDTI Design;2016.0;147.000 km;Otomatik;52 lt;Mavi (metalik);1598 cc;136 hp;Hatchback/5;29.Kas.25;3 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-astra-1-6-cdti-design/sahibinden-opel-astra-1-6-cdti-design-2016-model-147-000-km-mavi-metalik/35285222
1.375.000 TL;Opel;Insignia;1.6 CDTI Grand Sport Enjoy;2019.0;142.000 km;Otomatik;62 lt;Beyaz;1598 cc;136 hp;Hatchback/5;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-insignia-1-6-cdti-grand-sport-enjoy/sahibinden-otomatik-opel-insignia-1-6-cdti-grand-sport-enjoy-2019-model/35284361
615.000 TL;Opel;Astra;1.3 CDTI Enjoy 111.Yıl;2011.0;142.000 km;Düz;52 lt;Gri (Gümüş);1248 cc;90 hp;Sedan;29.Kas.25;1 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-astra-1-3-cdti-enjoy-111-yil/sahibinden-opel-astra-1-3-cdti-enjoy-111-yil-2011-model/29960841
698.000 TL;Opel;Insignia;1.6 T Edition;2010.0;122.000 km;Düz;70 lt;Beyaz;1598 cc;180 hp;Sedan;29.Kas.25;4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-insignia-1-6-t-edition/sahibinden-opel-insignia-1-6-t-edition-2010-model-malatya/35286582
690.000 TL;Opel;Astra;1.6 Essentia;2013.0;93.366 km;Düz;52 lt;Beyaz;1598 cc;115 hp;Hatchback/5;29.Kas.25;3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-astra-1-6-essentia/sahibinden-opel-astra-1-6-essentia-2013-model/33044149
890.000 TL;Opel;Astra;1.6 Edition Plus;2018.0;75.000 km;Düz;56 lt;Gri;1598 cc;115 hp;Sedan;29.Kas.25;1 değişen;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-astra-1-6-edition-plus/sahibinden-opel-astra-1-6-edition-plus-2018-model/35284073
225.000 TL;Opel;Corsa;1.2 Swing;1998.0;254.000 km;Düz;42 lt;Bordo;1199 cc;65 hp;Hatchback/5;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-corsa-1-2-swing/sahibinden-opel-corsa-1-4-swing-1998-model/35282073
630.000 TL;Opel;Corsa;1.4 Twinport Essentia;2014.0;155.000 km;Otomatik;45 lt;Gri;1364 cc;100 hp;Hatchback/5;29.Kas.25;2 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-opel-corsa-1-4-twinport-essentia/2014-corsa-benzin-lpg-otomatik/35295090
760.000 TL;Opel;Astra;1.6 CDTI Edition;2017.0;256.000 km;Otomatik;Dizel;Beyaz;;;Hatchback/5;29.Kas.25;1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-astra-1-6-cdti-edition/sahibinden-opel-astra-1-6-cdti-edition-2017-model/35280707
370.000 TL;Opel;Corsa;1.3 CDTI Silverline;2006.0;340.000 km;Düz;44 lt;Gri (Gümüş);1248 cc;70 hp;Hatchback/5;29.Kas.25;1 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-corsa-1-3-cdti-silverline/sahibinden-opel-corsa-1-3-cdti-silverline-2006-model/35285288
365.000 TL;Opel;Corsa;1.3 CDTI Essentia;2005.0;233.000 km;Düz;44 lt;Mavi;1248 cc;70 hp;Hatchback/5;29.Kas.25;1 değişen;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-opel-corsa-1-3-cdti-essentia/sahibinden-opel-corsa-1-3-cdti-essentia-2005-model/35284623
240.000 TL;Peugeot;306;1.6 Griffe;1998.0;303.000 km;Düz;60 lt;Beyaz;1587 cc;90 hp;Hatchback/5;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-306-1-6-griffe/bakimli-klimali-306/34539602
1.405.000 TL;Peugeot;e-208;GT;2024.0;16.524 km;Otomatik;Elektrik;Yeşil;;136 hp;Hatchback/5;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-e-208-gt/peugeot-elektirikli-208-e-gt-ozel-renk/32081295
775.000 TL;Peugeot;308;1.6 HDi Premium Plus;2011.0;133.000 km;Yarı Otomatik;60 lt;Beyaz;1560 cc;114 hp;Hatchback/5;28.Kas.25;2 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-308-1-6-hdi-premium-plus/2011-cam-tavan-132-000-km-cift-bolge-dijital-klima-katlanir-ayna-elektrikli-tavan-perdesi-12-taksit/35276739
650.000 TL;Peugeot;301;1.6 HDi Allure;2015.0;170.000 km;Düz;50 lt;Siyah;1560 cc;93 hp;Sedan;28.Kas.25;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-6-hdi-allure/galeriden-peugeot-301-1-6-hdi-allure-2015-model-istanbul/35269087
"660.000 TL
645.000 TL";Peugeot;208;1.2 PureTech Active;2014.0;153.000 km;Otomatik;Benzin;Beyaz;1200 cm3' e kadar;76 - 100 HP;Hatchback/5;28.Kas.25;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-208-1-2-puretech-active/arac-bakimli-otomatik-vites/34754100
799.000 TL;Peugeot;508;1.6 BlueHDi Active;2017.0;142.000 km;Otomatik;72 lt;Beyaz;1560 cc;122 hp;Sedan;28.Kas.25;1 değişen, 8 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-508-1-6-bluehdi-active/seker-motors-2017-peugeot-508-1-6-bluehdi-active/35135828
1.625.000 TL;Peugeot;308;1.2 PureTech GT;2023.0;38.000 km;Otomatik;52 lt;Mavi;1199 cc;132 hp;Hatchback/5;28.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-308-1-2-puretech-gt/altincar-2023-peugeot-308-gt-hatasiz-360kmr-k-sarj-ppf-kapli/34696466
530.000 TL;Peugeot;208;1.4 HDi Access;2012.0;250.000 km;Düz;50 lt;Siyah;1398 cc;69 hp;Hatchback/5;28.Kas.25;12 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-208-1-4-hdi-access/ugur-auto-showroom-dan-peugeot-208-1-4-hdi-accsess-bol-extrali/34817561
948.000 TL;Peugeot;208;1.2 PureTech Prime;2022.0;48.210 km;Otomatik;44 lt;Kırmızı;1199 cc;101 hp;Hatchback/5;27.Kas.25;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-208-1-2-puretech-prime/2022-model-48-000-km-de-otomatik-benzinli-208/34754107
"730.000 TL
680.000 TL";Peugeot;301;1.2 Active;2019.0;60.000 km;Düz;Benzin;Gri;1201 - 1400 cm3;76 - 100 HP;Sedan;27.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-2-active/dusuk-km-hatasiz-boyasiz-301/34866552
798.000 TL;Peugeot;208;1.2 PureTech Active;2016.0;118.000 km;Otomatik;50 lt;Beyaz;1199 cc;112 hp;Hatchback/5;27.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-208-1-2-puretech-active/galeriden-peugeot-208-1-2-puretech-active-2016-model-izmir/35209275
1.209.000 TL;Peugeot;208;1.2 PureTech Allure Selection;2023.0;69.000 km;Otomatik;Benzin;Gri;1200 cm3' e kadar;126 - 150 HP;Hatchback/5;27.Kas.25;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-208-1-2-puretech-allure-selection/valore-auto-2023-208-1-2-puretech-130hp-alure-selection-69-000km/32637863
366.000 TL;Peugeot;206;1.4 Comfort;2010.0;150.500 km;Düz;50 lt;Beyaz;1360 cc;76 hp;Sedan;26.Kas.25;1 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-206-1-4-comfort/bakimli-tertemiz-sedan/35186093
830.000 TL;Peugeot;508;1.6 VTi Access;2011.0;81.500 km;Yarı Otomatik;72 lt;Mavi;1598 cc;122 hp;Sedan;26.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-508-1-6-vti-access/81-000-km-peugeot-508-boyasiz-degisensiz-tramersiz-emsalsiz/34627061
489.000 TL;Peugeot;207;1.4 HDi Trendy;2008.0;249.000 km;Düz;50 lt;Yeşil (metalik);1398 cc;71 hp;Hatchback/5;25.Kas.25;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-207-1-4-hdi-trendy/st-galeriden-peugeot-207-hatasiz/35151370
618.500 TL;Peugeot;208;1.4 HDi Active;2012.0;185.000 km;Düz;50 lt;Beyaz;1398 cc;69 hp;Hatchback/5;25.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-208-1-4-hdi-active/pejo-208-1-4-dizel-active-paket-temiz-oynanmamis-arac/35135898
949.999 TL;Peugeot;508;1.6 BlueHDi Access;2015.0;207.000 km;Otomatik;72 lt;Gri;1560 cc;122 hp;Sedan;25.Kas.25;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-508-1-6-bluehdi-access/genckoldan-tamamina-kredi-kredin-hazir-hatasiz-boyasiz/35135825
345.000 TL;Peugeot;307;1.6 HDi XT;2005.0;330.000 km;Düz;Dizel;Mor;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;25.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-307-1-6-hdi-xt/2005-model-1-6-hdi-sanruflu/35134545
765.000 TL;Peugeot;301;1.6 BlueHDI Active;2018.0;114.000 km;Düz;50 lt;Füme;1560 cc;102 hp;Sedan;24.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-6-bluehdi-active/peugeot-301-1-6-bluehdi-active-2018-model-hatasiz/35113257
645.000 TL;Peugeot;208;1.2 PureTech Access;2015.0;99.200 km;Düz;50 lt;Bordo;1199 cc;83 hp;Hatchback/5;24.Kas.25;4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-208-1-2-puretech-access/dogan-oto-galeriden-2015-sadece-99500-kmde-kazasiz-peugeot-208/32013928
420.000 TL;Peugeot;301;1.6 HDi Active;2013.0;340.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;24.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-6-hdi-active/peugout-301-1-6-hdi-dizel/35084272
585.000 TL;Peugeot;207;1.4 Millesim;2010.0;198.000 km;Otomatik;50 lt;Beyaz;1360 cc;91 hp;Hatchback/5;24.Kas.25;1 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-207-1-4-millesim/2010-peugeot-207-otomatik-makyajli-200-yil-ozel-uretim-masrafsiz/34492904
395.000 TL;Peugeot;407;1.6 HDi Premium;2008.0;300.000 km;Düz;66 lt;Siyah;1560 cc;112 hp;Sedan;23.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-407-1-6-hdi-premium/gebze-sezgin-otomotiv-den-tum-kredi-kartlarina-12-ay-a-kadar-vade-secenegi-peugeot-407-1-6-hdi-prem/34796347
"430.000 TL
410.000 TL";Peugeot;301;1.6 HDi Active;2013.0;240.000 km;Düz;50 lt;Füme;1560 cc;93 hp;Sedan;23.Kas.25;2 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-6-hdi-active/2013-pejo-301-1-6-dizel/34790318
"725.000 TL
717.000 TL";Peugeot;301;1.5 BlueHDI Active;2020.0;165.000 km;Düz;Dizel;Beyaz;1401 - 1600 cm3;76 - 100 HP;Sedan;23.Kas.25;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-5-bluehdi-active/2020-peugeot-301-1-5-bluehdi-6-vites/33933592
460.000 TL;Peugeot;301;1.2 PureTech Active;2014.0;186.000 km;Düz;50 lt;Gri;1199 cc;73 hp;Sedan;23.Kas.25;2 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-2-puretech-active/auto-nm-2014-model-2015-cikisli-temiz-301/33931621
350.000 TL;Peugeot;206;1.4 Comfort;2010.0;151.000 km;Düz;50 lt;Beyaz;1360 cc;76 hp;Sedan;22.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-206-1-4-comfort/galeriden-peugeot-206-1-4-comfort-2010-model-tekirdag/34749746
375.500 TL;Peugeot;406;2.0 SV;2000.0;285.000 km;Düz;LPG & Benzin;Lacivert;1801 - 2000 cm3;126 - 150 HP;Sedan;22.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-406-2-0-sv/yasar-ersan-auto-dan-285-000-km-de-ilk-sahibinden-d9-139-hp/34491865
600.000 TL;Peugeot;207;1.4 Comfort;2010.0;100.000 km;Düz;Benzin;Siyah;1201 - 1400 cm3;51 - 75 HP;Hatchback/5;20.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-207-1-4-comfort/murat-patat-otomotivden-hatasiz-boyasiz-100oookmde-ilkel-bezinli/34319588
995.000 TL;Peugeot;308;1.2 PureTech Allure;2015.0;99.000 km;Otomatik;53 lt;Gri (titanyum);1199 cc;132 hp;Hatchback/5;20.Kas.25;2 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-308-1-2-puretech-allure/2015-peugeot-308-1-2-puretech-allure-cam-tavan/34151734
"730.000 TL
715.000 TL";Peugeot;308;1.2 PureTech Allure;2015.0;170.000 km;Otomatik;53 lt;Gri;1199 cc;132 hp;Hatchback/5;20.Kas.25;1 değişen, 8 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-308-1-2-puretech-allure/otomatik-2015-model-peugeot-308-cam-tavan-allure-fuul-paket/33843408
844.750 TL;Peugeot;301;1.5 BlueHDI Allure;2019.0;104.000 km;Düz;50 lt;Gri;1499 cc;102 hp;Sedan;20.Kas.25;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-5-bluehdi-allure/peugeot-301-1-5-blue-dci-allure-full-orjinal-masrafsiz-100-bg/32803487
545.000 TL;Peugeot;301;1.6 HDi Active;2014.0;243.000 km;Düz;50 lt;Beyaz;1560 cc;93 hp;Sedan;19.Kas.25;1 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-6-hdi-active/2014-peugeot-301-1-6-hdi-active-92-hp/34921615
520.000 TL;Peugeot;308;1.6 VTi Comfort Pack;2009.0;169.000 km;Düz;60 lt;Gri;1598 cc;122 hp;Hatchback/5;19.Kas.25;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-308-1-6-vti-comfort-pack/2009-peugeot-308-degisensiz-2-parca-boya-169-000km/34921406
718.000 TL;Peugeot;208;1.2 PureTech Access;2015.0;124.000 km;Yarı Otomatik;50 lt;Kırmızı;1199 cc;83 hp;Hatchback/5;18.Kas.25;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-208-1-2-puretech-access/otomatik-vites-degisensiz-tramersiz-124-bin-km-de-peugeot-208/34870881
"238.500 TL
229.500 TL";Peugeot;206;1.4 HDi X-line;2003.0;312.000 km;Düz;50 lt;Beyaz;1398 cc;69 hp;Hatchback/5;18.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-206-1-4-hdi-x-line/2003-pejo-206-klima-aktif-kredi-kartina-12-taksit-imkani/34921324
1.075.000 TL;Peugeot;508;1.6 BlueHDi Access;2015.0;188.000 km;Otomatik;72 lt;Füme;1560 cc;122 hp;Sedan;17.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-508-1-6-bluehdi-access/2015-peugeot-508-degisensiz-boyasiz-otomatik-188-km/34869403
195.000 TL;Peugeot;306;1.6 XR;1993.0;243.000 km;Düz;60 lt;Gri;1587 cc;90 hp;Hatchback/5;16.Kas.25;Tamamı boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-306-1-6-xr/emrah-tan-306-1-6/32662432
285.000 TL;Peugeot;307;1.4 HDi XR;2004.0;270.000 km;Düz;60 lt;Beyaz;1398 cc;69 hp;Hatchback/5;13.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-307-1-4-hdi-xr/gebze-sezgin-otomotiv-den-tum-kredi-kartlarina-12-ay-a-kadar-vade-secenegi-peugeot-307-1-4-hdi-xr-20/34392989
1.537.500 TL;Peugeot;e-308;GT;2023.0;40.000 km;Otomatik;Elektrik;Yeşil;;151 kW;Hatchback/5;11.Kas.25;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-e-308-gt/galeriden-peugeot-e-308-gt-2023-model-bursa/34569923
575.500 TL;Peugeot;301;1.6 HDi Active;2018.0;232.000 km;Düz;50 lt;Gri (metalik);1560 cc;93 hp;Sedan;31.Eki.25;1 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-301-1-6-hdi-active/galeriden-peugeot-301-1-6-hdi-active-2018-model-yalova/30300306
525.000 TL;Peugeot;207;1.4 HDi Urban Move;2012.0;238.000 km;Düz;50 lt;Beyaz;1360 cc;71 hp;Hatchback/5;30.Eki.25;1 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-207-1-4-hdi-urban-move/best-garaj-elektron-dan-peugeot-207-1-4-hdi-urban-move-20-kdv/31524013
378.000 TL;Peugeot;308;1.6 HDi Comfort;2010.0;215.000 km;Yarı Otomatik;60 lt;Füme;1560 cc;112 hp;Hatchback/5;27.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-308-1-6-hdi-comfort/auto-emir-den-2010-peugeot-308-otomatik-170-000tl-pesinle-vadeli/34871920
225.000 TL;Peugeot;307;1.4 HDi XR;2004.0;299.356 km;Düz;60 lt;Kırmızı;1398 cc;69 hp;Hatchback/5;20.Kas.25;7 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-peugeot-307-1-4-hdi-xr/100-000-pesinat-elden-taksit-307-temiz-bakimli/35136008
