Fiyat;Marka;Seri;Model;Yıl;Kilometre;Vites;Yakıt;Renk;Motor Hacmi;Motor Gücü;Kasa Tipi;İlan Tarihi;Boya-değişen;Araç Durumu;Link
4.490.000 TL;BMW;i Serisi;i5 eDrive30 M Sport;2024.0;24.000 km;Otomatik;Elektrik;Siyah;-;201 - 225 HP;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-i-serisi-i5-edrive30-m-sport/atasoy-hatasiz-i5-msport-bayi-sogutma-headup-bovers-w-360-kamera/35285138
4.080.000 TL;BMW;i Serisi;i4 eDrive40 M Sport;2024.0;18.000 km;Otomatik;Elektrik;Gri;-;201 - 225 HP;Hatchback/5;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-i-serisi-i4-edrive40-m-sport/2024-model-bmw-i4-m-sport-makyajli-18-000km-boyasiz-hatasiz/35285136
3.425.000 TL;BMW;i Serisi;i4 eDrive40 M Sport;2022.0;71.000 km;Otomatik;Elektrik;Mavi;;340 hp;Coupe;29 Kasım 2025;1 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-i-serisi-i4-edrive40-m-sport/2022-model-bmw-i4-edrive40-m-sport-50-yil-ici-kirmizi-harman/35285135
3.399.750 TL;BMW;i Serisi;i4 eDrive40 M Sport;2023.0;76.000 km;Otomatik;Elektrik;Mavi;-;201 - 225 HP;Hatchback/5;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-i-serisi-i4-edrive40-m-sport/2023-bmw-i4-edrive-40m-sport-hatasiz-boyasiz-76-000km-izmit-auto/35285134
2.975.000 TL;BMW;M Serisi;M3;2012.0;105.000 km;Otomatik;60 lt;Turuncu;3999 cc;420 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-m-serisi-m3/shakir-lci-f80m3-comp-head-up-harmanserit-4-isitma-pazarliksiz/32951482
5.100.000 TL;BMW;i Serisi;i8 Premium Techno;2016.0;178.000 km;Otomatik;2,1 lt;Beyaz;1500 cc;362 hp;Coupe;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-i-serisi-i8-premium-techno/sofuoglu-group-tan-acillfirsat-2016-model-sedefli-egzoz-full/29926575
485.000 TL;BMW;5 Serisi;523i Standart;1998.0;258.000 km;Otomatik;LPG & Benzin;Siyah;2001 - 2500 cm3;151 - 175 HP;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-523i-standart/point-motorsdan-jeep-takasli/35285095
2.240.000 TL;BMW;5 Serisi;520i Executive Plus;2016.0;91.000 km;Otomatik;70 lt;Füme;1592 cc;170 hp;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-executive-plus/2016-bmw-520i-91-000-km-vakum-hayalet-elk-bagj-genis-ekran/35285090
2.150.000 TL;BMW;5 Serisi;520i Executive;2016.0;119.000 km;Otomatik;70 lt;Gri;1592 cc;170 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-executive/2016-degisensiz-boyasiz-tramersiz-emsalsiz-5-20i-k-karti-gecerli/35285078
2.175.000 TL;BMW;5 Serisi;520i Executive;2015.0;103.000 km;Otomatik;70 lt;Siyah;1592 cc;170 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-executive/murat-korkmaz-2015-5-20i-executive-vakum-h-k-taba-103km-boyasiz/35285077
3.375.000 TL;BMW;5 Serisi;520i 50th Year M Edition;2022.0;50.000 km;Otomatik;Benzin;Siyah;1401 - 1600 cm3;176 - 200 HP;Sedan;29 Kasım 2025;1 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-50th-year-m-edition/ms-auto-dan-2022-mdl-50-000-km-bmw-520-m-sport-ilk-el/35285067
1.635.000 TL;BMW;5 Serisi;520i Executive;2016.0;239.000 km;Otomatik;70 lt;Siyah;1592 cc;170 hp;Sedan;29 Kasım 2025;1 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-executive/2016-mod-5-20i-executive-nbt-vakum-hayalet-takasa-acik/34622769
4.199.750 TL;BMW;5 Serisi;520i 50th Year M Edition;2022.0;81.000 km;Otomatik;Benzin;Gri;1401 - 1600 cm3;176 - 200 HP;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-50th-year-m-edition/mtn-otomotiv2022-bmw-5-20i-50th-alvite-gri-taba-otonom-vakum/31497693
1.349.000 TL;BMW;3 Serisi;320i ED Standart;2015.0;139.530 km;Otomatik;Benzin;Beyaz;1401 - 1600 cm3;151 - 175 HP;Sedan;29 Kasım 2025;3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-standart/kuzen2-merkez-bmw-320i-efficientdynamics-standart-otomatik/35285035
1.245.000 TL;BMW;5 Serisi;525d xDrive Premium;2012.0;355.000 km;Otomatik;70 lt;Siyah;1995 cc;218 hp;Station wagon;29 Kasım 2025;2 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-525d-xdrive-premium/eksen-auto-dan-bmw-5-25-xdrive/35285026
1.730.000 TL;BMW;5 Serisi;525d xDrive M Sport;2012.0;220.000 km;Otomatik;70 lt;Beyaz;1995 cc;218 hp;Sedan;29 Kasım 2025;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-525d-xdrive-m-sport/kad-motors-nbt-taba-bakimli-recaro-isitma-kusursuz/35285025
1.725.000 TL;BMW;5 Serisi;525d xDrive Luxury;2014.0;249.000 km;Otomatik;Dizel;Füme;1801 - 2000 cm3;201 - 225 HP;Sedan;29 Kasım 2025;3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-525d-xdrive-luxury/aras-garaj-degisensiz-2014-bmw-f10-kasa-525d-xdrive-luxury/35285022
1.290.000 TL;BMW;5 Serisi;525d xDrive Executive M Sport;2012.0;300.000 km;Otomatik;Dizel;Füme;2001 - 2500 cm3;201 - 225 HP;Sedan;29 Kasım 2025;2 değişen, 5 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-525d-xdrive-executive-m-sport/executive-m-sport-orjinal-ellenmemis-kurus-masrafsiz/35285020
427.000 TL;Citroen;C4;1.6 SX;2006.0;185.000 km;Düz;60 lt;Gri;1587 cc;111 hp;Hatchback/5;29 Kasım 2025;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-6-sx/2006-citroen-c4-orjinal-185binde/34091428
739.999 TL;Citroen;C-Elysee;1.5 BlueHDi Feel;2020.0;187.000 km;Düz;50 lt;Beyaz;1499 cc;100 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel/boyasiz-hatasiz-sadece-187-000-de-2020-model-1-5-hdi-c-elyyse/34472207
395.000 TL;Citroen;C4;1.6 HDi SX;2010.0;348.000 km;Düz;Dizel;Beyaz;1401 - 1600 cm3;76 - 100 HP;Hatchback/5;28 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-6-hdi-sx/demirkan-otomotiv-den-2010-hatasiz-boyasiz-c4-1-6-hdi-sx/35251846
428.000 TL;Citroen;C4;1.6 HDi SX PK;2008.0;265.000 km;Yarı Otomatik;60 lt;Gri;1560 cc;111 hp;Hatchback/5;28 Kasım 2025;2 değişen, 7 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-6-hdi-sx-pk/mak-motors-yeni-muayene-dizel-oto-sx-pk-dolu-paket-taksit-vade/34128991
1.385.000 TL;Citroen;C4 X;1.2 PureTech Shine Bold;2023.0;40.000 km;Otomatik;50 lt;Gri;1199 cc;132 hp;SUV;27 Kasım 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-shine-bold/ms-auto-dan-2023-mdl-citroen-c4x-shine-bold-cam-tavan-kis-paket/35211865
779.500 TL;Citroen;C-Elysee;1.5 BlueHDi Feel;2021.0;116.000 km;Düz;50 lt;Beyaz;1499 cc;100 hp;Sedan;27 Kasım 2025;1 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel/190-bin-pesin-geri-kalani-36-ay-kredi-senet-imkani-karta-12-vade/34673643
660.000 TL;Citroen;C4 Picasso;1.6 HDi SX PK;2009.0;144.750 km;Yarı Otomatik;60 lt;Mavi (metalik);1560 cc;111 hp;MPV;26 Kasım 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c4-picasso-1-6-hdi-sx-pk/sahibinden-citroen-c4-picasso-1-6-hdi-sx-pk-2009-model/35179402
1.219.000 TL;Citroen;C3;1.2 PureTech Feel Bold;2024.0;48.000 km;Otomatik;47 lt;Kırmızı;1199 cc;112 hp;Hatchback/5;26 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-2-puretech-feel-bold/2024-hatasiz-otomatik-c3-feel-bold/35191611
459.900 TL;Citroen;C3;1.4 HDi Exclusive;2011.0;303.000 km;Düz;50 lt;Beyaz;1398 cc;71 hp;Hatchback/5;26 Kasım 2025;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-4-hdi-exclusive/emre-otomotivden-1-parca-boyali-citroen-c3-1-4-hdi-exclusive-2011-model-adana/35191032
445.000 TL;Citroen;Xsara;Picasso 2.0 Exclusive;2006.0;178.000 km;Otomatik;60 lt;Gri;1997 cc;138 hp;MPV;26 Kasım 2025;1 değişen, 8 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-xsara-picasso-2-0-exclusive/citr0en-picasso-exclusive-acilir-cam-tavan-178bin-km-oto-vites/34937914
455.000 TL;Citroen;C-Elysee;1.6 BlueHDi Feel;2018.0;236.000 km;Düz;50 lt;Füme;1560 cc;100 hp;Sedan;26 Kasım 2025;2 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-6-bluehdi-feel/tr-nin-en-uygun-c-elysee/34625102
910.000 TL;Citroen;C4 Picasso;1.6 e-HDi Intensive;2013.0;193.000 km;Otomatik;Dizel;Mavi;1401 - 1600 cm3;101 - 125 HP;MPV;26 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-picasso-1-6-e-hdi-intensive/2013-model-citroen-c4-picasso-hatasiz-boyasiz-cam-tavan-otomotik/32586564
545.000 TL;Citroen;C-Elysee;1.6 HDi Attraction;2014.0;225.000 km;Düz;48 lt;Beyaz;1560 cc;93 hp;Sedan;26 Kasım 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-6-hdi-attraction/orcunmotors-2014-citroen-c-elysee-1-6hdi-92hp-attraction/28346637
1.699.000 TL;Citroen;C4 X;1.2 PureTech Max;2025.0;19.000 km;Otomatik;50 lt;Lacivert;1199 cc;132 hp;SUV;25 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-x-1-2-puretech-max/2025-citroen-c4x-max-kis-paketi-19-000-km-hatasiz-boyasiz/35128163
319.900 TL;Citroen;C3;1.4 SX;2003.0;278.500 km;Otomatik;45 lt;Gri;1360 cc;76 hp;Hatchback/5;25 Kasım 2025;3 değişen, 9 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-4-sx/cakiroglu-dan-2003-model-citroen-c3-sx-otomatik-vites/32720913
395.000 TL;Citroen;C5;1.6 HDi Fap;2008.0;257.000 km;Düz;Dizel;Siyah;1401 - 1600 cm3;101 - 125 HP;Sedan;25 Kasım 2025;3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c5-1-6-hdi-fap/galeriden-citroen-c5-1-6-hdi-fap-2008-model/35103734
1.109.000 TL;Citroen;C3;1.2 PureTech Feel Bold;2023.0;41.000 km;Otomatik;47 lt;Gri;1199 cc;112 hp;Hatchback/5;25 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-2-puretech-feel-bold/galeriden-citroen-c3-1-2-puretech-feel-bold-2023-model-antalya/35122184
605.000 TL;Citroen;C4;1.6 HDi Confort;2011.0;178.000 km;Düz;60 lt;Siyah;1560 cc;114 hp;Hatchback/5;25 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-6-hdi-confort/degisensiz-boyasiz-masrafsiz-ilk-sahibinden-dizel-c4/35085737
494.000 TL;Citroen;C4;1.6 HDi Confort;2012.0;196.000 km;Düz;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;25 Kasım 2025;2 değişen, 7 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-6-hdi-confort/2012-model-196-000-km-de-bakimli-c4/34530886
1.119.000 TL;Citroen;C3;1.2 PureTech Feel Bold;2021.0;80.170 km;Otomatik;47 lt;Beyaz;1199 cc;112 hp;Hatchback/5;24 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-2-puretech-feel-bold/polattan-2021-c3-otomatik-cift-renk-1-2-feel-bold-15-dk-kredi/34825102
298.500 TL;Citroen;C3;1.4 HDi SX;2004.0;300.000 km;Düz;45 lt;Gri;1398 cc;93 hp;Hatchback/5;24 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-4-hdi-sx/gebze-sezgin-otomotiv-den-tum-kredi-kartlarina-12-ay-a-kadar-vade-secenegi-cam-tavan-citroen-c3-1-4/34296688
350.000 TL;Citroen;C4;1.6 HDi SX;2009.0;300.000 km;Düz;60 lt;Siyah;1560 cc;91 hp;Hatchback/5;24 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-6-hdi-sx/gebze-sezgin-otomotiv-den-tum-kredi-kartlarina-12-ay-a-kadar-vade-secenegi-citroen-c4-1-6-hdi-sx-200/34296495
780.000 TL;Citroen;C-Elysee;1.5 BlueHDi Feel;2019.0;152.000 km;Düz;50 lt;Beyaz;1499 cc;100 hp;Sedan;23 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel/hk-otomotiv-den-citroen-c-elysee/33939498
299.000 TL;Citroen;C4;1.6 SX;2006.0;339.000 km;Otomatik;60 lt;Mavi;1587 cc;111 hp;Hatchback/5;22 Kasım 2025;12 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-6-sx/2006-citroen-c4-1-6-sx-otomatik-vites/35039021
315.000 TL;Citroen;C3;1.4 HDi SX;2004.0;248.000 km;Düz;Dizel;Gri;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;22 Kasım 2025;1 değişen, 6 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-4-hdi-sx/2004-citroen-c3-sx-paket-248-000-km-kk-12-ay-taksit/33351149
"410.000 TL
399.000 TL";Citroen;AMİ;My Ami Pop;2023.0;6.001 km;Otomatik;Elektrik;Gri;1598 cc;80 hp;Coupe;21 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-ami-my-ami-pop/kelaynak-citroen-ami-buggy-sifir-gibi-hatasiz/33862559
695.000 TL;Citroen;C4 Picasso;1.6 HDi SX PK;2009.0;172.000 km;Otomatik;Dizel;Füme;1401 - 1600 cm3;101 - 125 HP;MPV;21 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-picasso-1-6-hdi-sx-pk/cam-tavan-otomatik-ful-ful-c4-picasso-lansman-renk-172-binde-orj/33351350
575.000 TL;Citroen;C-Elysee;1.6 HDi Confort;2017.0;260.000 km;Düz;48 lt;Gri;1560 cc;93 hp;Sedan;20 Kasım 2025;1 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-6-hdi-confort/2017-model-citroen-c-elysee-1-6hdi-tertemiz-bakimli/35127295
1.540.000 TL;Citroen;C4;1.2 PureTech You;2025.0;6.001 km;Otomatik;50 lt;Beyaz;1199 cc;132 hp;Hatchback/5;16 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-2-puretech-you/kirbaslar-dan-hatasiz-2025-model-citroen-c4-you-paket/34231719
874.999 TL;Citroen;C-Elysee;1.5 BlueHDi Feel;2022.0;69.999 km;Düz;50 lt;Beyaz;1499 cc;100 hp;Sedan;15 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel/sadece69-999-km-de-nokta-boyasiz-hatasiz-2022-model1-5-hdicelyse/34748673
1.225.000 TL;Citroen;C3;1.2 PureTech Feel Bold;2024.0;7.000 km;Otomatik;47 lt;Kırmızı;1199 cc;112 hp;Hatchback/5;13 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-2-puretech-feel-bold/arsa-otomotivden-hatasiz-boyasiz-ciziksiz-7-bin-km-citroen-c3/34750744
"1.170.000 TL
1.148.000 TL";Citroen;C3;1.2 PureTech Feel Bold;2024.0;60.000 km;Otomatik;47 lt;Füme;1199 cc;112 hp;Hatchback/5;13 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-2-puretech-feel-bold/teymur-otomotiv-den-c3-1-2-110-hp-feel-bold-eat6-hatasiz-boyasiz/34750742
839.000 TL;Citroen;C3;1.2 PureTech Feel;2022.0;45.000 km;Düz;45 lt;Gri;1199 cc;83 hp;Hatchback/5;12 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c3-1-2-puretech-feel/sahibinden-citroen-c3-1-2-puretech-feel-2022-model-sorunsuz/34634655
299.000 TL;Citroen;C4;1.6 HDi SX;2007.0;285.000 km;Düz;Dizel;Siyah;1401 - 1600 cm3;76 - 100 HP;Hatchback/5;04 Kasım 2025;1 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-1-6-hdi-sx/2007-citroen-c4-hdx-picasso-dizel-bakimli-uygun-fiyat/33201924
575.000 TL;Citroen;C4 Picasso;1.6 HDi SX PK;2008.0;240.000 km;Yarı Otomatik;60 lt;Mavi (metalik);1560 cc;111 hp;MPV;29 Ekim 2025;1 değişen, 5 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c4-picasso-1-6-hdi-sx-pk/best-garaj-elektron-dan-citroen-c4-picasso-dizel-otomoatik/33834825
760.000 TL;Citroen;C-Elysee;1.5 BlueHDi Feel;2021.0;197.436 km;Düz;50 lt;Beyaz;1499 cc;100 hp;Sedan;25 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel/dursan-otomotiv-den-satlik-c-elysee-2021-model/33918172
495.000 TL;Citroen;C4 Picasso;1.6 HDi SX PK;2010.0;308.000 km;Yarı Otomatik;60 lt;Siyah;1560 cc;111 hp;MPV;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c4-picasso-1-6-hdi-sx-pk/sahibinden-citroen-c4-picasso-1-6-hdi-sx-pk-2010-model-antalya/31418671
410.000 TL;Citroen;C3;1.4 HDi X Furio;2010.0;225.000 km;Düz;47 lt;Beyaz;1398 cc;71 hp;Hatchback/5;29 Kasım 2025;8 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c3-1-4-hdi-x-furio/sahibinden-citroen-c3-1-4-hdi-x-furio-2010-model/31807141
380.000 TL;Citroen;C3;1.4 Attraction;2010.0;193.000 km;Düz;50 lt;Siyah;1360 cc;76 hp;Hatchback/5;29 Kasım 2025;1 değişen, 5 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c3-1-4-attraction/sahibinden-citroen-c3-1-4-attraction-2010-model/31125931
975.053 TL;Citroen;C-Elysee;1.5 BlueHDi Feel Bold;2023.0;98.000 km;Düz;50 lt;Gri (metalik);1499 cc;100 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel-bold/ugur-oto-galeri-den-2023-model-citroen-c-elysee-1-5-bluelhdi-feel-bold-rize-pazar/29902323
720.000 TL;Citroen;C-Elysee;1.5 BlueHDi Feel;2021.0;137.000 km;Düz;50 lt;Beyaz;1499 cc;100 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c-elysee-1-5-bluehdi-feel/trnin-en-uygunu-pazarlik-yok-2021/34573785
930.000 TL;Citroen;C-Elysee;1.5 BlueHDi Feel;2022.0;78.500 km;Düz;50 lt;Beyaz;1499 cc;100 hp;Sedan;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c-elysee-1-5-bluehdi-feel/sahibinden-citroen-c-elysee-1-5-bluehdi-feel-2022-model/35293575
550.000 TL;Citroen;C4;1.6 HDi Confort;2013.0;203.000 km;Düz;60 lt;Beyaz;1560 cc;93 hp;Hatchback/5;29 Kasım 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c4-1-6-hdi-confort/sahibinden-citroen-c4-1-6-hdi-confort-2013-model/35292758
845.000 TL;Citroen;C-Elysee;1.5 BlueHDi Feel Bold;2022.0;106.200 km;Düz;50 lt;Beyaz;1499 cc;100 hp;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c-elysee-1-5-bluehdi-feel-bold/sahibinden-citroen-c-elysee-1-5-bluehdi-feel-bold-2022-model/35292567
307.000 TL;Citroen;Xsara;Picasso 2.0 HDi;2003.0;220.000 km;Düz;Dizel;Gri (metalik);;;Hatchback/5;29 Kasım 2025;1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-xsara-picasso-2-0-hdi/sahibinden-citroen-xsara-picasso-2-0-hdi-2003-model/35289559
475.000 TL;Citroen;C5;1.6 HDi SX;2010.0;305.000 km;Düz;71 lt;Beyaz;1560 cc;111 hp;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c5-1-6-hdi-sx/sahibinden-citroen-c5-1-6-hdi-sx-2010-model/35290535
475.000 TL;Citroen;C5;1.6 HDi SX;2010.0;305.000 km;Düz;71 lt;Beyaz;1560 cc;111 hp;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c5-1-6-hdi-sx/sahibinden-citroen-c5-1-6-hdi-sx-2010-model/35290741
550.000 TL;Citroen;C5;1.6 HDi SX PK;2009.0;280.000 km;Düz;71 lt;Gri (Gümüş);1560 cc;111 hp;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c5-1-6-hdi-sx-pk/sahibinden-citroen-c5-1-6-hdi-sx-pk-2009-model/35290656
550.000 TL;Citroen;C5;1.6 HDi SX PK;2009.0;280.000 km;Düz;71 lt;Gri (Gümüş);1560 cc;111 hp;Sedan;29 Kasım 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c5-1-6-hdi-sx-pk/sahibinden-citroen-c5-1-6-hdi-sx-pk-2009-model/35290581
1.820.000 TL;Citroen;e-C4 X;Max;2025.0;6.875 km;;Elektrik;Kırmızı;;115 kW;;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-e-c4-x-max/sahibinden-citroen-e-c4-x-max-2025-model-siirt/35175918
400.000 TL;Citroen;C4;1.6 SX PK;2011.0;273.000 km;Düz;60 lt;Siyah;1587 cc;111 hp;Hatchback/5;29 Kasım 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c4-1-6-sx-pk/sahibinden-citroen-c4-1-6-sx-pk-2011-model/35289161
480.000 TL;Citroen;C1;1.0 SX Sensodrive;2010.0;188.000 km;Yarı Otomatik;35 lt;Gri (Gümüş);998 cc;69 hp;Hatchback/5;29 Kasım 2025;4 değişen;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c1-1-0-sx-sensodrive/sahibinden-citroen-c1-1-0-sx-sensodrive-2010-model-188-000-km-gri-gumus/35288117
540.000 TL;Citroen;C-Elysee;1.6 HDi Exclusive;2013.0;221.472 km;Düz;48 lt;Siyah;1560 cc;93 hp;Sedan;29 Kasım 2025;3 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c-elysee-1-6-hdi-exclusive/sahibinden-citroen-c-elysee-1-6-hdi-exclusive-2013-model-istanbul-220-000-km-siyah/35287243
640.000 TL;Citroen;C4;1.6 e-HDi Confort;2011.0;181.000 km;Yarı Otomatik;60 lt;Beyaz;1560 cc;114 hp;Hatchback/5;29 Kasım 2025;1 değişen, 5 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c4-1-6-e-hdi-confort/sahibinden-citroen-c4-1-6-e-hdi-confort-2011-model/35299292
485.000 TL;Citroen;C4;1.6 HDi Attraction;2013.0;243.000 km;Düz;60 lt;Beyaz;1560 cc;93 hp;Hatchback/5;29 Kasım 2025;2 değişen, 6 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c4-1-6-hdi-attraction/sahibinden-citroen-c4-1-6-hdi-attraction-2013-model/35298986
1.199.900 TL;Citroen;C3;1.2 PureTech Shine;2021.0;54.174 km;Düz;45 lt;Kırmızı;1199 cc;112 hp;Hatchback/5;29 Kasım 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-citroen-c3-1-2-puretech-shine/gurel-oto-0-75-faiz-2021-c3-1-2puretech-s-s-shine-ov-54-174-km/35294408
600.000 TL;Citroen;C-Elysee;1.6 HDi Exclusive;2014.0;178.000 km;Düz;48 lt;Beyaz;1560 cc;93 hp;Sedan;29 Kasım 2025;1 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-citroen-c-elysee-1-6-hdi-exclusive/sahibinden-citroen-c-elysee-1-6-hdi-exclusive-2014-model/35298448
